"","tempo","imode"
"959",9.58,1.93027686040531
"960",9.59,1.91134774197898
"961",9.6,1.8926035342652
"962",9.61,1.87404244497042
"963",9.62,1.85566269889841
"964",9.63,1.83746253779258
"965",9.64,1.81944022017962
"966",9.65,1.80159402121453
"967",9.66,1.78392223252693
"968",9.67,1.7664231620687
"969",9.68,1.74909513396296
"970",9.69,1.73193648835432
"971",9.7,1.7149455812604
"972",9.71,1.69812078442471
"973",9.72,1.68146048517071
"974",9.73,1.66496308625719
"975",9.74,1.6486270057349
"976",9.75,1.6324506768044
"977",9.76,1.61643254767516
"978",9.77,1.60057108142591
"979",9.78,1.58486475586617
"980",9.79,1.56931206339901
"981",9.8,1.553911510885
"982",9.81,1.53866161950737
"983",9.82,1.52356092463834
"984",9.83,1.50860797570662
"985",9.84,1.49380133606606
"986",9.85,1.47913958286552
"987",9.86,1.46462130691981
"988",9.87,1.45024511258179
"989",9.88,1.43600961761565
"990",9.89,1.42191345307125
"991",9.9,1.4079552631596
"992",9.91,1.39413370512942
"993",9.92,1.38044744914485
"994",9.93,1.36689517816418
"995",9.94,1.35347558781973
"996",9.95,1.34018738629872
"997",9.96,1.32702929422528
"998",9.97,1.31400004454342
"999",9.98,1.30109838240119
"1000",9.99,1.28832306503572
"1001",10,1.27567286165939
"1002",10.01,1.26314655334695
"1003",10.02,1.25074293292378
"1004",10.03,1.23846080485496
"1005",10.04,1.22629898513551
"1006",10.05,1.21425630118156
"1007",10.06,1.20233159172245
"1008",10.07,1.19052370669385
"1009",10.08,1.17883150713189
"1010",10.09,1.16725386506815
"1011",10.1,1.15578966342566
"1012",10.11,1.14443779591582
"1013",10.12,1.1331971669363
"1014",10.13,1.12206669146978
"1015",10.14,1.1110452949837
"1016",10.15,1.10013191333085
"1017",10.16,1.08932549265089
"1018",10.17,1.07862498927282
"1019",10.18,1.0680293696182
"1020",10.19,1.05753761010544
"1021",10.2,1.04714869705478
"1022",10.21,1.03686162659427
"1023",10.22,1.02667540456653
"1024",10.23,1.01658904643643
"1025",10.24,1.00660157719954
"1026",10.25,0.996712031291479
"1027",10.26,0.986919452498057
"1028",10.27,0.977222893866279
"1029",10.28,0.967621417616127
"1030",10.29,0.958114095053173
"1031",10.3,0.948700006482001
"1032",10.31,0.939378241120407
"1033",10.32,0.930147897014401
"1034",10.33,0.921008080953997
"1035",10.34,0.911957908389768
"1036",10.35,0.902996503350176
"1037",10.36,0.894122998359668
"1038",10.37,0.885336534357523
"1039",10.38,0.87663626061746
"1040",10.39,0.868021334667975
"1041",10.4,0.859490922213425
"1042",10.41,0.851044197055844
"1043",10.42,0.842680341017481
"1044",10.43,0.834398543864054
"1045",10.44,0.826198003228724
"1046",10.45,0.818077924536764
"1047",10.46,0.810037520930944
"1048",10.47,0.802076013197592
"1049",10.48,0.794192629693356
"1050",10.49,0.78638660627264
"1051",10.5,0.778657186215726
"1052",10.51,0.771003620157552
"1053",10.52,0.763425166017168
"1054",10.53,0.755921088927841
"1055",10.54,0.748490661167816
"1056",10.55,0.741133162091728
"1057",10.56,0.733847878062642
"1058",10.57,0.726634102384747
"1059",10.58,0.719491135236667
"1060",10.59,0.712418283605395
"1061",10.6,0.705414861220861
"1062",10.61,0.698480188491093
"1063",10.62,0.691613592438
"1064",10.63,0.684814406633758
"1065",10.64,0.678081971137782
"1066",10.65,0.671415632434297
"1067",10.66,0.664814743370502
"1068",10.67,0.6582786630953
"1069",10.68,0.651806756998619
"1070",10.69,0.645398396651295
"1071",10.7,0.639052959745523
"1072",10.71,0.632769830035876
"1073",10.72,0.626548397280862
"1074",10.73,0.620388057185053
"1075",10.74,0.614288211341747
"1076",10.75,0.608248267176174
"1077",10.76,0.602267637889238
"1078",10.77,0.59634574240179
"1079",10.78,0.590482005299431
"1080",10.79,0.58467585677783
"1081",10.8,0.578926732588568
"1082",10.81,0.573234073985482
"1083",10.82,0.567597327671529
"1084",10.83,0.56201594574615
"1085",10.84,0.556489385653124
"1086",10.85,0.551017110128927
"1087",10.86,0.545598587151576
"1088",10.87,0.540233289889958
"1089",10.88,0.534920696653639
"1090",10.89,0.529660290843152
"1091",10.9,0.524451560900752
"1092",10.91,0.519294000261646
"1093",10.92,0.514187107305679
"1094",10.93,0.509130385309483
"1095",10.94,0.504123342399082
"1096",10.95,0.499165491502944
"1097",10.96,0.494256350305486
"1098",10.97,0.489395441201009
"1099",10.98,0.484582291248088
"1100",10.99,0.479816432124384
"1101",11,0.475097400081893
"1102",11.01,0.470424735902617
"1103",11.02,0.465797984854661
"1104",11.03,0.461216696648748
"1105",11.04,0.456680425395149
"1106",11.05,0.452188729561021
"1107",11.06,0.447741171928157
"1108",11.07,0.443337319551136
"1109",11.08,0.438976743715875
"1110",11.09,0.434659019898573
"1111",11.1,0.430383727725055
"1112",11.11,0.426150450930495
"1113",11.12,0.421958777319534
"1114",11.13,0.417808298726771
"1115",11.14,0.413698610977638
"1116",11.15,0.409629313849646
"1117",11.16,0.405600011034003
"1118",11.17,0.401610310097603
"1119",11.18,0.397659822445371
"1120",11.19,0.39374816328298
"1121",11.2,0.389874951579914
"1122",11.21,0.386039810032895
"1123",11.22,0.38224236502965
"1124",11.23,0.37848224661304
"1125",11.24,0.374759088445517
"1126",11.25,0.371072527773938
"1127",11.26,0.3674222053947
"1128",11.27,0.363807765619227
"1129",11.28,0.360228856239776
"1130",11.29,0.356685128495575
"1131",11.3,0.353176237039294
"1132",11.31,0.349701839903819
"1133",11.32,0.346261598469371
"1134",11.33,0.342855177430921
"1135",11.34,0.339482244765926
"1136",11.35,0.336142471702379
"1137",11.36,0.332835532687156
"1138",11.37,0.329561105354682
"1139",11.38,0.326318870495885
"1140",11.39,0.323108512027458
"1141",11.4,0.319929716961413
"1142",11.41,0.316782175374929
"1143",11.42,0.313665580380492
"1144",11.43,0.31057962809632
"1145",11.44,0.307524017617078
"1146",11.45,0.304498450984868
"1147",11.46,0.301502633160509
"1148",11.47,0.29853627199508
"1149",11.48,0.295599078201754
"1150",11.49,0.29269076532789
"1151",11.5,0.289811049727403
"1152",11.51,0.286959650533394
"1153",11.52,0.284136289631054
"1154",11.53,0.281340691630819
"1155",11.54,0.278572583841787
"1156",11.55,0.275831696245402
"1157",11.56,0.273117761469377
"1158",11.57,0.27043051476188
"1159",11.58,0.267769693965961
"1160",11.59,0.265135039494238
"1161",11.6,0.262526294303818
"1162",11.61,0.259943203871459
"1163",11.62,0.257385516168984
"1164",11.63,0.254852981638923
"1165",11.64,0.25234535317039
"1166",11.65,0.249862386075203
"1167",11.66,0.247403838064224
"1168",11.67,0.244969469223935
"1169",11.68,0.242559041993241
"1170",11.69,0.240172321140493
"1171",11.7,0.237809073740737
"1172",11.71,0.235469069153184
"1173",11.72,0.233152078998896
"1174",11.73,0.230857877138689
"1175",11.74,0.228586239651253
"1176",11.75,0.226336944811479
"1177",11.76,0.224109773068999
"1178",11.77,0.221904507026937
"1179",11.78,0.219720931420859
"1180",11.79,0.217558833097934
"1181",11.8,0.215418000996296
"1182",11.81,0.213298226124599
"1183",11.82,0.211199301541783
"1184",11.83,0.209121022337026
"1185",11.84,0.207063185609894
"1186",11.85,0.205025590450684
"1187",11.86,0.203008037920961
"1188",11.87,0.201010331034277
"1189",11.88,0.199032274737083
"1190",11.89,0.197073675889826
"1191",11.9,0.195134343248224
"1192",11.91,0.193214087444732
"1193",11.92,0.19131272097018
"1194",11.93,0.189430058155596
"1195",11.94,0.187565915154199
"1196",11.95,0.185720109923572
"1197",11.96,0.183892462208009
"1198",11.97,0.18208279352103
"1199",11.98,0.180290927128066
"1200",11.99,0.178516688029316
"1201",12,0.17675990294277
